arti_time,hour,minute,second,accX,accY,accX,gyroX,gyroY,gyroZ
1000,16,30,8,-6392,-6048,10500,514,1280,4224
1000,16,30,9,-6520,-6112,10752,516,1297,4224
1000,16,30,6,-6616,-6040,10496,516,1285,4224
1000,16,30,7,-6648,-5664,10512,518,1296,4224
1000,16,30,16,-6424,-6072,10512,518,1281,4224
1000,16,30,17,-6496,-6016,10752,516,1280,4224
1000,16,30,18,-6488,-6144,10768,512,1296,4224
1000,16,30,19,-6560,-6072,10756,518,1285,4224
1000,16,30,16,-6240,-6104,10516,514,1297,4224
1000,16,30,17,-6528,-6144,10756,518,1297,4224
1000,16,30,18,-6496,-5688,10752,518,1296,4224
1000,16,30,19,-6488,-6048,10776,516,1281,4224
1000,16,30,16,-6488,-5976,10768,518,1285,4224
1000,16,30,17,-6392,-5984,10528,514,1280,4224
1000,16,30,26,-6176,-6040,10240,516,1297,4224
1000,16,30,27,-6520,-6016,10496,514,1285,4224
1000,16,30,28,-6296,-6136,10528,512,1297,0
1000,16,30,29,-6552,-6136,10528,518,1285,4224
1000,16,30,26,-6272,-6144,10500,516,1284,4224
1000,16,30,27,-6464,-5696,10784,512,1281,4224
1000,16,30,28,-6424,-5912,10788,512,1280,4224
1000,16,30,29,-6400,-6080,10528,518,1284,4224
1000,16,30,26,-6584,-6144,10528,518,1296,4224
1000,16,30,36,-6296,-5976,10768,512,1296,4224
1000,16,30,37,-6528,-6080,10800,514,1297,4224
1000,16,30,38,-6424,-6016,10800,516,1296,4224
1000,16,30,39,-6560,-6136,10752,518,1297,4224
1000,16,30,36,-6456,-6040,10768,512,1285,4224
1000,16,30,37,-6688,-6136,10548,514,1296,4224
1000,16,30,38,-6304,-5656,10544,516,1296,4224
1000,16,30,39,-6520,-6040,10792,514,1301,4224
1000,16,30,36,-6528,-6144,10752,512,1300,4224
1000,16,30,37,-6392,-6048,10752,512,1300,4224
1000,16,30,46,-6560,-5664,10496,518,1296,4224
1000,16,30,47,-6400,-6016,10752,514,1296,4224
1000,16,30,48,-6464,-6136,10752,518,1301,4224
1000,16,30,49,-6432,-6072,10816,514,1284,4224
1000,16,30,46,-6360,-6144,10752,516,1280,4224
1000,16,30,47,-6648,-5696,10820,518,1296,4224
1000,16,30,48,-6488,-6048,10564,514,1281,4224
1000,16,30,49,-6464,-5952,10752,514,1300,4224
1000,16,30,46,-6360,-6112,10504,514,1301,4224
1000,16,30,47,-6400,-6048,10560,514,1285,4224
1000,16,30,56,-6400,-6080,10576,514,1300,4224
1000,16,30,57,-6432,-6048,10768,514,1281,4224
1000,16,30,58,-6424,-5720,10768,518,1297,4224
1000,16,30,59,-6360,-6136,10832,516,1297,4224
1000,16,30,56,-6496,-6040,10580,512,1285,4224
1000,16,30,57,-6552,-6136,10576,514,1301,4224
1000,16,30,58,-6264,-6016,10772,516,1280,4224
1000,16,30,59,-6496,-5664,10768,514,1281,4224
1000,16,30,56,-6360,-6048,10752,512,1300,4224
1000,16,30,57,-6424,-6136,10496,516,1300,4224
1000,16,31,6,-6592,-5728,10752,516,1280,4224
1000,16,31,7,-6432,-5656,10752,512,1297,4224
1000,16,31,8,-6368,-6112,10752,516,1301,4224
1000,16,31,9,-6424,-6112,10500,512,1300,4224
1000,16,31,6,-6464,-6144,10752,514,1285,4224
1000,16,31,7,-6368,-6144,10500,518,1300,4224
1000,16,31,8,-6496,-6048,10500,514,1300,4224
1000,16,31,9,-6368,-5944,10504,514,1280,4224
1000,16,31,7,-6296,-6048,10512,516,1280,4224
1000,16,31,16,-6456,-5888,10768,518,1300,4224
1000,16,31,17,-6296,-6136,10512,516,1281,4224
1000,16,31,18,-6560,-6072,10752,512,1285,4224
1000,16,31,19,-6488,-5720,10756,514,1300,4224
1000,16,31,26,-6456,-6040,10784,514,1280,4224
1000,16,31,27,-6592,-5656,10752,516,1297,4224
1000,16,31,28,-6392,-6048,10496,516,1301,4224
1000,16,31,29,-6624,-5952,10528,516,1296,4224
1000,16,31,26,-6432,-6080,10496,514,1285,4224
1000,16,31,27,-6488,-5720,10532,512,1301,4224
1000,16,31,28,-6400,-5920,10532,514,1296,4224
1000,16,31,29,-6688,-6136,10752,512,1280,4224
